isSolved,promptMode,What aspects (if any) of this puzzle were easy?,numClears,levelMode,numIncorrect,userId,This was an activity that I couldn't do very well,How confident are you in solving similar types of puzzles/problems?,Did solving this puzzle make you feel smart? Why or why not?,"After working at this activity for awhile, I felt pretty competent",_id,The mental challenges in this puzzle had an impact on how I played.,The puzzle stimulated my brain.,"I think I did pretty well at this activity, compared to other people",The puzzle made me draw on all of my mental resources.,I was pretty skilled at this activity,The puzzle required a lot of mental gymnastics.,The puzzle was cognitively demanding.,numAttempts,pid,I had to think very hard when playing the puzzle.,logicExp,I think I am pretty good at this activity,totalTime,I am satisfied with my performance at this task,What aspects (if any) of this puzzle were hard?,gridExp,clearMistakes,This puzzle doesn’t require a lot of mental effort.,numCorrect
True,relevant,,0,not_scaffolded,0,689b9f10a0fabb1a65c09967,1,,,6,689ba012a0fabb1a65c0996c,3,3,6,3,6,3,3,1,help2.3,3,2,6,39569,6,,1,False,3,4
False,relevant,,0,not_scaffolded,0,689b9f10a0fabb1a65c09967,4,,,4,689ba057bf57147ba865e114,4,6,4,6,4,6,6,1,hub2.1,6,2,4,11047,4,,1,False,6,0
True,relevant,"The grid was very small, so very easy relatively",0,not_scaffolded,0,689b9f26bf57147ba865e111,1,"Uhh not very yet, I don;t know how hard they get.","No, the grid was sooo tiny.",6,689b9f43e277e93fe1ec8cca,2,3,4,2,4,2,4,1,help1.1,2,2,4,81904,7,I've never played one before so I just wasn't exactly sure how until I got started,1,False,5,16
True,relevant,"All of it, it was very simple",0,not_scaffolded,0,689b9f26bf57147ba865e111,1,"getting more so, but not by muchm that was also very simple","nope, it was very easy",6,689ba002019f5c8e27d85254,1,2,4,1,6,1,1,1,help2.3,1,2,5,26168,7,"nothing, it was easier than the first",1,False,6,6
False,relevant,"nothing really, so confusing, my brian hurts",0,not_scaffolded,6,689b9f26bf57147ba865e111,7,"very low, I can only do super easy ones","nope, did not solve it.",2,689ba06be43f28b7845d3cd0,7,7,2,7,1,7,7,1,hub2.3,7,2,2,198853,1,all of it,1,False,1,10
True,none,Drawing connections ,0,not_scaffolded,0,689b9f70828dd5d2422e70f2,2,Fairly confident,"Not really, but I think it felt easy because this puzzle feels like it was probably a beginner puzzle",4,689b9f989edb233177c6e9eb,1,4,4,1,4,2,2,1,help1.2,3,2,5,67924,7,Nothing in particular,1,False,6,14
True,none,Picking positives by eliminating the negatives,0,not_scaffolded,0,689b9f70828dd5d2422e70f2,2,Fairly confident,Not really. It still felt like a beginner puzzle geared more towards teaching how to do these.,4,689ba04d5b369118e14b603d,4,5,4,3,4,2,2,1,help2.1,3,2,6,92858,6,Nothing in particular,1,False,3,16
True,none,Eliminating factors to hone in on the right answers,1,not_scaffolded,0,689b9f70828dd5d2422e70f2,2,Fairly confident,"Not particularly, It seems like something I could have done a lot better at",6,689ba1039edb233177c6e9ef,4,7,4,2,4,5,5,1,hub2.1,5,2,6,482883,7,So many rules with two factors to them,1,False,3,48
True,none,It was a little confusing at first but I figured out how to do it.,0,not_scaffolded,0,689ba0197163696805b56fb4,2,Fairly confident.,Yes because it was satisfying to finish it.,7,689ba038019f5c8e27d85255,4,6,6,3,6,5,5,1,help1.2,4,2,6,93870,7,It was hard to get started,1,False,3,5
True,none,Same as last just more guessing.,0,not_scaffolded,0,689ba0197163696805b56fb4,5,Pretty confident.,Yes it was rewarding.,5,689ba0fde43f28b7845d3cd2,4,6,5,3,5,5,4,1,help2.1,5,2,6,83537,6,They didn't give any for sure so it was harder.,1,False,3,4
False,none,It was too hard.,0,not_scaffolded,0,689ba0197163696805b56fb4,7,Not confident,No very stupid because it was hard af.,1,689ba1af5b369118e14b603f,6,7,2,7,1,7,7,1,hub2.3,7,2,2,70445,1,It had too much going on that I couldn't wrap my head around it.,1,False,1,0
True,none,,1,scaffolded,0,689ba03aa0fabb1a65c0996d,4,Not very confident.,"I misread one of the clues, which was actually pretty straightforward, so it didn't make me feel smart. ",2,689ba07ca71d0d49580fc5d6,6,6,2,6,2,6,4,1,spoke1.2,6,2,2,294880,2,,2,False,1,4
True,none,,0,scaffolded,0,689ba03aa0fabb1a65c0996d,3,"This one was pretty simple and easy, so I'm still not very confident.","No, it was pretty straightforward and something I should be able to do without much effort.",4,689ba1f39edb233177c6e9f1,4,5,4,4,3,2,2,1,spoke1.3,2,2,2,22972,4,,2,False,3,4
False,none,,0,scaffolded,0,689ba03aa0fabb1a65c0996d,7,Zero confidence.,"No. I feel like it would take a long time for me to solve, if I could even get it right. ",1,689ba25e6b15704ebfa4ae90,7,7,1,7,1,7,7,1,hub2.1,7,2,1,199295,1,All of it,2,False,1,6
True,none,Everything.  This was a fairly easy logic puzzle.,0,not_scaffolded,0,689ba99818c78be54008470d,1,I am fairly confident with this type of puzzle.,Not really. It didn't really challenge me.,6,689ba9e418c78be54008470e,1,6,4,3,5,1,1,1,help1.3,1,2,6,128364,7,Nothing. The most difficult piece was switching between the different symbols.,2,False,5,16
True,none,Everything.  The puzzle was quite easy.,0,not_scaffolded,0,689ba99818c78be54008470d,1,I am confident in my ability to solve most of these types of problems.,It did not.  The puzzle was too easy to make me feel smart.,6,689bab93828dd5d2422e70f4,1,4,4,1,6,1,1,1,help2.2,1,2,6,83001,7,The only thing mildly difficult is switching between the symbols.,2,False,7,16
True,none,"The puzzle itself, although a bit more challenging than the previous two, was still quite easy all around.",0,not_scaffolded,0,689ba99818c78be54008470d,1,I am fairly confident in my ability to solve this type of problem.,It did not.  The puzzle was not particularly challenging.,6,689bac3e9edb233177c6e9f4,1,5,4,2,6,1,2,1,hub2.1,2,2,6,246955,7,Only the symbols are difficult.,2,False,5,46
False,none,,0,not_scaffolded,3,689bb10b6bc6c32c3cb589bf,,,,,689bb115e277e93fe1ec8ccf,,,,,,,,1,help1.1,,2,,3173,,,2,False,,1
True,relevant,It was relatively simple. I only had to put four items in order.,0,scaffolded,0,689bb118a71d0d49580fc5d9,3,I can solve a similar type of problem as long as it is not dramatically more complex.,"No, it seemed simple enough that solving it was not much of a challenge and therefore not much of a reward.",4,689bb14d7163696805b56fb9,2,4,5,3,5,3,3,1,spoke1.2,3,1,5,61477,5,N/A,1,False,5,4
True,relevant,"Again, I only had to assign four options to four other options, in this cases vegetables to amounts of water. The hints were not very numerous but neither were the options, so it was not very difficult.",0,scaffolded,0,689bb118a71d0d49580fc5d9,2,I think I could solve similar puzzles as long as they were not much more complicated.,"Again this was relatively simple so although I was happy to solve it, it did not feel like a major breakthrough.",4,689bb1e82b3db56c9ca8f98d,2,4,5,3,5,3,3,1,spoke2.1,3,1,5,82385,5,N/A,1,False,5,4
True,relevant,Deciding which item was whole was easy because it was explicitly stated in the first hint.,0,scaffolded,0,689bb118a71d0d49580fc5d9,2,I am only slightly confident since I was confused by this one for quite some time.,"Yes, I was very proud to solve it because it was more challenging than the previous two.",5,689bb2dce277e93fe1ec8cd3,3,7,6,7,6,6,7,1,hub2.1,7,1,6,1160332,6,"I misunderstood the nature of the puzzle at first. I did not realize that unlike the puzzles with only a single grid, this puzzle was supposed to have two green circles in each column and row, not one.",1,False,1,12
True,generic,"One I nailed down one step, the rest came together easier",1,scaffolded,0,689bb119a71d0d49580fc5da,2,Fairly confident.  I'm persistent until I figure it out.,"yes, I believe I did fairer than the average person.  Solving it alone made me feel accomplished.  I was determined to solve it.",7,689bb152e43f28b7845d3cd3,6,7,6,3,6,6,6,1,spoke1.2,6,2,5,264941,6,the beginning of just figuring out the logic,2,False,3,4
True,generic,Nailing down the first answer made the rest easy since it's all based on logic,0,scaffolded,0,689bb119a71d0d49580fc5da,1,Very confident,"Yes, I solved it a lot faster than the first one now that I have the hang of it.",7,689bb2dbe277e93fe1ec8cd2,5,5,7,3,7,4,4,1,spoke2.1,4,2,7,53160,7,Figuring out the first certain tile,2,False,3,4
True,generic,Nothing was easy.  Had to make notes to the side for yes and no logic to each scenario,0,scaffolded,0,689bb119a71d0d49580fc5da,1,Very confident!,"Yes!  At the onset I didn't think I was going to figure it out, but I kept chipping away and felt myself getting closer.",7,689bb36ba71d0d49580fc5dd,7,7,7,7,7,7,7,1,hub2.3,7,2,5,1829839,7,Multi-layered tables that intersect each other made it extremely difficult.,2,False,1,12
False,generic,"Some of the hints were clear and unambiguous, as to what should be entered in the puzzle.",0,hub,0,689bb11aa71d0d49580fc5db,3,"I am somewhat confident, I know I can usually do well, if I spend enough time.","Yes, because I able to think analytically and use logic and reasoning.",5,689bb458828dd5d2422e70fc,7,7,4,7,5,6,7,1,hub2.2,7,2,5,429263,4,Trying to figure out the hints that did not have an obvious answer in the puzzle.,2,False,1,13
False,none,,0,scaffolded,3,689bb11ba71d0d49580fc5dc,,,,,689bb21218c78be540084711,,,,,,,,1,spoke1.2,,2,,67041,,,1,False,,1
True,generic,none,0,scaffolded,0,689bb1219edb233177c6e9f5,1,fairly confident,"yes it did, this was my first time trying a puzzle like this so I was pleasantly surprised I got it correct.",6,689bb162019f5c8e27d85257,5,6,6,5,6,6,5,1,spoke1.3,5,2,6,60124,7,organizing the order,1,False,2,4
True,generic,none,0,scaffolded,0,689bb1219edb233177c6e9f5,1,fairly confident,"yes it did, this was my first time trying a puzzle like this so I was pleasantly surprised I got it correct.",6,689bb233c87adf49dde11959,5,6,6,5,6,6,5,1,spoke1.3,5,2,6,57972,7,organizing the order,1,False,2,5
False,generic,none,0,scaffolded,5,689bb1219edb233177c6e9f5,7,not at all confident,made me feel very dumb to be honest. it was so much hard than puzzle one and two.,1,689bb2b1e43f28b7845d3cd5,7,7,1,7,1,7,7,1,hub2.1,7,2,1,266729,1,adding in the other parts compared to puzzles one and two made this so very hard.,1,False,1,7
False,none,I had no experience and feel like the directions weren't that well stated.  I was definitely challenged and didn't find that any parts of the puzzle were particularly easy,0,hub,10,689bb129c87adf49dde11956,6,Not very confident.,I didn't solve the puzzle.  I definitely didn't feel smart,1,689bb16fbf57147ba865e116,6,7,2,6,1,6,7,1,hub2.2,7,2,2,339472,1,pretty much the whole thing.  Ha ha. ,1,False,2,38
True,generic,I've played a lot of these types of puzzles. This was a very simple and short puzzle with just a few clues.,0,not_scaffolded,0,689bb12a5b369118e14b6042,1,I'm very confident.,"No, this puzzle doesn't make me feel smart. First of all, I know I'm smart. But also, I've done a lot of these types of puzzles and one that are much more complicated than this one.",7,689bb168a86babb31d8ead9c,4,2,7,2,7,2,2,1,help1.1,2,2,7,81038,7,"Marking the puzzle was the hardest part, because I occasionally forgot to change the type of mark.",2,False,7,16
True,generic,I explained what was easy in the last set of questions. This was the same.,0,not_scaffolded,0,689bb12a5b369118e14b6042,1,Very.,"No, I'm smart already.",7,689bb288828dd5d2422e70f8,4,2,7,2,7,2,2,1,help2.2,2,2,7,68841,7,"I explained in the last puzzle that marking it was the most complicated thing about it, because I wasn't always changing the marking properly. This time, I was more competent at that.",2,False,7,16
False,generic,I needed more time. It wasn't hard.,0,not_scaffolded,5,689bb12a5b369118e14b6042,7,See previous response.,See previous response.,4,689bb337bf57147ba865e119,4,2,7,2,4,2,2,1,hub2.3,2,2,7,406935,4,The pop-up box was making it frustrating.,2,False,2,35
False,relevant,None,4,scaffolded,1,689bb1375b369118e14b6043,7,not at all,I conceded,1,689bb1c8a86babb31d8ead9d,7,7,1,7,1,7,7,1,spoke1.3,7,1,1,376689,1,Everything.  It was very confusing and didn't understand how to use the buttons at first.,1,False,1,0
False,relevant,The brocoli and eggplant,0,scaffolded,5,689bb1375b369118e14b6043,7,Not at all.  ,No it made me feel stupid.  It requires more instruction in how to operate the buttons and marking your answers and how to know if your right.,1,689bb3b19edb233177c6e9f9,7,7,1,7,1,7,7,1,spoke2.2,7,1,1,326281,1,all of it.,1,False,1,9
False,relevant,reading,0,scaffolded,5,689bb1375b369118e14b6043,7,With a little instruction I am confident I could solve them in time.,"No, I couldn't figure it out",1,689bb56fa86babb31d8eada5,7,7,1,7,1,7,7,1,hub2.2,7,1,1,259302,1,"Everything else, there were no instructions.",1,False,1,7
False,none,None,0,hub,0,689bb13e828dd5d2422e70f5,7,Not very confident,"No,  because I could not solve the pzzle",1,689bb18d6b15704ebfa4ae91,7,5,1,5,2,5,6,1,hub2.1,7,1,2,88173,2,All aspects of the puzzle were hard for me,1,False,1,1
False,relevant,Understanding it as a whole way way easy than the technicalities,1,not_scaffolded,0,689bb13fbf57147ba865e115,7,"I am not, I am still so poor in this","Kind of, because it made me think a lot, because it was very challenging",1,689bb1ce828dd5d2422e70f6,6,6,1,6,2,6,6,1,help1.2,7,1,2,473559,1,Being able to figure out how the entities are connected,1,False,2,4
False,relevant,The questions were a bit easier to figure out,0,not_scaffolded,3,689bb13fbf57147ba865e115,6,Not at all,"No, I was still unable to find solutions despite trying very hard",3,689bb46da86babb31d8eada1,5,6,1,5,3,5,5,1,help2.1,5,1,3,121297,3,Figuring out the connections between the entities,1,False,6,3
False,relevant,Figuring them out was a bit easier,0,not_scaffolded,5,689bb13fbf57147ba865e115,6,Not at all,"No, because despite two trials it is still not becoming easier",2,689bb5655b369118e14b604a,6,6,2,6,1,6,6,1,hub2.1,6,1,2,161875,1,"Deciding what should go where, given the information to use as guidance",1,False,6,3
False,generic,"I did not understand the objective of the puzzle.  The instructions were not clear to me, and there was no way to get feedback on the answers.  ",1,not_scaffolded,0,689bb13f18c78be540084710,1,I play the Wordle daily and enjoy mini crosswords daily as well.  ,"No, based on the previously entered reasons.  ",1,689bb18e019f5c8e27d85258,4,6,1,6,1,6,6,1,help1.2,6,1,2,236360,1,"I did not understand the objective of the puzzle.  The instructions were not clear to me, and there was no way to get feedback on the answers. ",1,False,1,3
False,generic,,0,not_scaffolded,3,689bb13f18c78be540084710,,,,,689bb2dce277e93fe1ec8cd4,,,,,,,,1,help2.2,,1,,66851,,,1,False,,13
True,relevant,Filling out the end,0,hub,0,689bb1457163696805b56fb6,1,Very,"Somewhat, felt good to get it right, and pretty quickly.",7,689bb1652b3db56c9ca8f98a,3,6,7,3,7,5,5,1,hub2.1,5,2,7,213844,7,N/A,1,False,3,46
False,generic,it was very simple to understand,0,scaffolded,2,689bb1487163696805b56fb7,3,confident,sure,3,689bb160019f5c8e27d85256,5,7,3,1,3,1,1,1,spoke1.2,1,2,5,76146,5,none,2,False,1,2
False,generic,I thought some of it was but I have a lot of brain fog right now from being really hungry so it is hard to think,0,scaffolded,0,689bb1487163696805b56fb7,6,Not that confident,No,2,689bb2965b369118e14b6046,7,6,2,7,2,7,7,1,spoke2.2,7,2,2,192695,2,A lot of it was difficult,2,False,2,0
False,generic,I thought the beginning was easy but after a bit it gets a little complicated,0,scaffolded,0,689bb1487163696805b56fb7,7,Usually pretty confident,It makes me feel pretty stupid because usually I can solve these easily but I am hungry so it is difficult to concentrate,1,689bb39e828dd5d2422e70f9,6,7,1,7,2,7,7,1,hub2.2,7,2,1,118944,1,I don't like how there were multiple sections / categories instead of just the one,2,False,2,31
True,none,None,0,hub,0,689bb14b7163696805b56fb8,6,"Fairly confident, I enjoy the challenge","Yes, they are always a challenge",6,689bb16fbf57147ba865e117,6,6,6,6,6,6,6,1,hub2.1,6,1,6,247888,6,None,2,False,3,46
False,none,,0,hub,0,689bb1569edb233177c6e9f6,,,,,689bb19dc87adf49dde11958,,,,,,,,1,hub2.2,,1,,42944,,,1,False,,3
False,generic,Finding out the size/shapes of the ingredients,0,hub,10,689bb15b5b369118e14b6044,6,Not very,"No, I didn't solve it",2,689bb19cc87adf49dde11957,6,7,2,6,2,7,7,1,hub2.3,7,1,2,633727,3,Keeping track of everything in my mind,1,False,1,38
False,none,"Nothing was, maybe the instructions.",0,hub,0,689bb1d8828dd5d2422e70f7,7,None,"I did not solve it, it did not make me feel smart.",1,689bb2149edb233177c6e9f7,6,7,1,6,1,7,6,1,hub2.2,7,2,1,270510,1,Trying to solve it.,1,False,1,5
False,relevant,None. ,1,scaffolded,2,689bb1df2b3db56c9ca8f98b,7,A bit confident. ,Not smart. I wasn't able to complete the puzzle. ,5,689bb277e277e93fe1ec8cd1,7,7,3,7,1,7,7,1,spoke1.1,7,2,1,249599,1,Figuring out what I was supposed to do with the hints. And some information is hidden too. ,1,False,1,14
False,relevant,Placing the marks in the boxes. ,0,scaffolded,8,689bb1df2b3db56c9ca8f98b,5,Very confident. ,I didn't receive any feedback so I'm not sure of how I think of my performance. ,2,689bb4045b369118e14b6048,7,7,4,7,5,6,7,1,spoke2.1,6,2,7,135306,1,I still don't fully understand how I am supposed to finish the puzzle. ,1,False,7,8
False,relevant,Only marking the boxes. ,0,scaffolded,7,689bb1df2b3db56c9ca8f98b,7,Still a bit confident.,"Nope, I couldn't figure it out. ",1,689bb57e9edb233177c6e9fa,7,7,2,7,1,7,7,1,hub2.1,7,2,1,347926,1,I wish I had a mentor. It was hard figuring out the formula. I don't know if the ingredients should be taken as they are and how they are prepared or there is a formula. I will be doing some more research on this study. ,1,False,1,7
True,none,The format was user-friendly. ,0,not_scaffolded,0,689bb2535b369118e14b6045,2,"I'm fairly confident. I'm also exhausted and left awful the last few nights, so this probably isn't a great moment to maximally tax my processing, but in general, sure. ","No, not really. ",5,689bb2ab6b15704ebfa4ae94,2,5,4,2,5,2,2,1,help1.3,2,1,5,41647,6,"I mean, I'm sure these get much, MUCH harder; No aspect of this one was difficult. ",1,False,5,4
True,none,"Again, the form. The form is appealing. ",0,not_scaffolded,0,689bb2535b369118e14b6045,2,"This concept can get very complicated, very quickly. So, I'm tempering my confidence here. ","No, not really. ",6,689bb3ea019f5c8e27d8525d,2,2,4,2,5,2,2,1,help2.2,2,1,5,207786,6,"So, I mid-read one of the lines. Like, for no reason. And So I thought it was unsolvable. For a while. lol",1,False,6,4
False,none,"Mushroom is whole, we know that much. ",0,not_scaffolded,1,689bb2535b369118e14b6045,6,"In general, I know quite specifically where I stand regarding these types of puzzles and problems. I had it tested. Like, in life. So, you know, I'm still going to stay confident. ","I mean, no. But it didn't make me feel dumb either really. The effort was too significant for a puzzle game with no real consequences. ",2,689bb5556b15704ebfa4ae98,6,6,2,6,2,6,6,1,hub2.1,6,1,2,361580,2,"There are soooooo many more permutations with the third box that it was too difficult to do quickly. I'd like the think I could have done it in other conditions, like morning, coffee, not tired, not hungover tbh. But right now, that was too tall a task. ",1,False,2,2
False,generic,"The only prob;em I had seemed to be technical. The puzzle ""never completed"" so I had to choose to concede but I felt I had the correct answer.",0,not_scaffolded,2,689bb2cc18c78be540084712,4,I feel I would do average in these puzzles.,"No, I was not able to complete the puzzle due to technical limitations.",4,689bb3129edb233177c6e9f8,4,5,4,3,4,4,2,1,help1.2,4,1,4,435945,4,Only the technical issues seemed to be difficult.,1,False,2,14
False,generic,,0,not_scaffolded,2,689bb2cc18c78be540084712,,,,,689bb54ea86babb31d8eada2,,,,,,,,1,help2.1,,1,,939714,,,1,False,,10
False,generic,,1,hub,12,689bb3782b3db56c9ca8f98e,7,Very confident,Yes. it makes me become creative and smart in making the decision,7,689bb4496b15704ebfa4ae96,6,6,7,6,4,6,7,1,hub2.1,6,1,7,149455,7,,1,False,7,5
False,relevant,,0,hub,0,689bb994019f5c8e27d8525e,,,,,689bb9e1e43f28b7845d3cd7,,,,,,,,1,hub2.2,,2,,421284,,,1,False,,8
True,relevant,Some clues told you exactly what you needed to know,0,not_scaffolded,0,689bc40218c78be540084714,1,Semi-confident,"Not really, becuase two of the clues were straightforward and two clues I needed to just guess at.",4,689bc42ba86babb31d8eada6,4,6,5,4,4,3,5,1,help1.2,4,2,4,96349,5,There were two columns that I felt I had to just guess at,1,False,2,5
True,relevant,There were many clues given that you could eventually figure out the puzzle from,0,not_scaffolded,0,689bc40218c78be540084714,1,Semi-confident,A little smart because I eventually was able to figure it out.,5,689bc4e2e43f28b7845d3cd8,5,6,5,5,6,6,6,1,help2.1,6,2,5,157970,6,A lot of the clues were multiple pieces of information and you had to compare them to figure out which ones were true.,1,False,1,4
True,relevant,Once I figure out how to fill in all the boxes based on what I already knew it was easier to visualize the options still available.,0,not_scaffolded,0,689bc40218c78be540084714,1,semi-confident,"Yes, because I had to work at it for a while but eventually figured it out.",6,689bc5e4e277e93fe1ec8cdd,7,7,6,6,6,7,7,1,hub2.1,7,2,6,531527,7,The initial clues didn't tell very much.,1,False,1,47
False,relevant,Reading the clues ,0,scaffolded,2,689bc411bf57147ba865e11b,2,Some what confident ,"Yes, because it made me feel like i could read and decipher a some what confusing clue",4,689bc448828dd5d2422e70ff,5,5,4,5,2,2,2,1,spoke1.1,2,1,4,50145,5,Trying to keep tract of what each clue was saying ,1,False,5,2
False,relevant,Trying to do the math. Numbers aren't my thing,0,scaffolded,3,689bc411bf57147ba865e11b,4,Not confident ,Not smart. Again with it having numbers,4,689bc4dfc87adf49dde1195e,6,5,4,5,3,5,5,1,spoke2.2,5,1,6,121032,3,The numbers trying to do the math in my head,1,False,4,1
False,relevant,None it was to many options and to many different things added to each other,0,scaffolded,6,689bc411bf57147ba865e11b,1,Not confident ,No my brain couldn't work it out ,1,689bc5a818c78be540084716,6,6,1,6,1,6,6,1,hub2.1,6,1,1,170912,1,"Trying to figure if each thing was mashed chopped, halved or whole",1,False,1,2
False,relevant,,0,not_scaffolded,2,689bc4137163696805b56fbc,,,,,689bc473e277e93fe1ec8cd8,,,,,,,,1,help1.3,,2,,105078,,,1,False,,2
False,none,The ingredients seemed easy to follow,0,hub,3,689bc4157163696805b56fbd,2,"I entered the puzzle confident, but exited in defeat.","No, I felt (feel) the oposite of smart",1,689bc45dc87adf49dde1195d,6,7,1,6,2,6,6,1,hub2.3,6,1,1,107457,1,The questions about order were hard for me,2,False,6,2
True,generic,The fact that it specifically told you the placement of one of them.,0,scaffolded,0,689bc41b7163696805b56fbe,1,Mostly confident.,A little. I feel smart in general. I enjoy figuring things out.,5,689bc460a0fabb1a65c09971,2,6,6,2,4,4,4,1,spoke1.2,5,1,6,138881,5,Nothing was terribly difficult,1,False,4,4
True,generic,Nothing was particularly easier than the last puzzle.,0,scaffolded,0,689bc41b7163696805b56fbe,1,Confident. ,Yes. I figured it out faster (or so it seemed) than the first.,6,689bc55bc87adf49dde11960,1,6,6,2,6,4,4,1,spoke2.1,4,1,6,75311,6,It didn't start you with a concrete spot for one of them.,1,False,4,4
False,generic,I had a lot of difficulty with this one. I didn't find it as easy as the others.,1,scaffolded,2,689bc41b7163696805b56fbe,4,"I'm back down to ""mostly confident""","I didn't solve it, so, no. It did not make me feel smart.",4,689bc609e277e93fe1ec8ce0,1,6,4,3,4,3,4,1,hub2.3,6,1,4,314093,4,I didn't really understand why there were 3 blocks instead of 2.,1,False,2,5
True,relevant,"There were only 4 places they could go, and the first two clues made it pretty simple from there.  ",0,scaffolded,0,689bc4242b3db56c9ca8f991,4,"If they only have these few variables, sure, but I boast no confidence beyond that.","No, because I am sure this is a puzzle most everyone could solve rather easily.",4,689bc4846bc6c32c3cb589c2,2,2,4,2,4,2,2,1,spoke1.3,2,1,4,67652,5,There weren't any.,1,False,5,4
True,relevant,I found the process easy by the third clue.  It was slightly more challenging the first puzzle.,0,scaffolded,0,689bc4242b3db56c9ca8f991,4,I am adequate at solving this type of puzzle. ,It did not; it's a simple puzzle.,4,689bc5b7e43f28b7845d3cdb,2,3,4,2,4,2,3,1,spoke2.2,2,1,4,75166,5,There were not.,1,False,5,4
False,relevant,"I didn't find it difficult, I just didn't know how to mark it right in the boxes.",0,scaffolded,0,689bc4242b3db56c9ca8f991,4,I am adequate.  ,It did not.,4,689bc6a6e43f28b7845d3cdd,4,4,4,4,4,4,3,1,hub2.2,4,1,4,370670,4,Figuring out whether to use the vertical or horizontal method for boxes.,1,False,4,8
False,generic,Being told which ingredient was added before the next ingredient.,2,hub,5,689bc429828dd5d2422e70fe,7,I'm good at solving other types of puzzles.,"no, I couldn't figure it out.",1,689bc464a0fabb1a65c09972,7,7,1,7,1,7,7,1,hub2.1,7,2,1,107824,1,Everything else like arranging 1-4 added ingredients in order.,2,False,1,0
True,none,I think the hints made it pretty easy to quickly guess the solution.,0,not_scaffolded,0,689bc430a86babb31d8eada7,2,I'm usually fairly skilled at logic puzzles and enjoy the challenge of them. I'm autistic and usually have a knack for recognizing patterns fairly quick which can come in handy for them.,"Not really, I think this was a fairly basic version of this type of puzzle but it did feel good being able to solve it fairly quickly.",6,689bc473e277e93fe1ec8cd7,5,6,6,5,6,4,5,1,help1.1,4,2,6,82671,7,"The first hint confused me, but it quickly made sense after reading the other hints.",2,False,4,4
True,none,The hints made it easy to solve quickly.,0,not_scaffolded,0,689bc430a86babb31d8eada7,2,I love logic puzzles and am usually pretty decent at solving them.,"Not really, it's a pretty simple puzzle if you read all the hints before solving.",5,689bc58e828dd5d2422e7102,4,4,6,3,6,3,5,1,help2.3,4,2,6,25937,5,"Nothing was particularly difficult, it was similar to the previous puzzle.",2,False,5,4
False,none,The clues that were obvious like the onions were 4th and the carrots were mashed.,0,not_scaffolded,2,689bc430a86babb31d8eada7,4,I feel like I'm fairly decent/skilled at logic puzzles but I like to be able to take my time and work my way through them.,"Not really, I know I could have figured it out if I wanted to spend the time working it out in my head, but just the one puzzle likely would have taken me longer than 10 minutes.",4,689bc607e277e93fe1ec8cdf,6,7,4,6,4,6,7,1,hub2.2,6,2,5,334944,4,"It became a lot more difficult and time consuming with the 3 dimensions, and considering the time vs. payment of the task, it didn't seem like it'd be worth the effort for me to truly take the time to solve it. I think there were too few hints given the additions to the puzzle.",2,False,2,10
False,generic,none,1,scaffolded,6,689bc436a86babb31d8eada8,3,"fair, not that confident","yes,i had to use mental effort by thinking deeply",4,689bc4d59edb233177c6e9fd,6,6,4,6,4,7,6,1,spoke1.2,7,2,4,416662,5,hints,1,False,1,10
False,generic,the hints,0,scaffolded,1,689bc436a86babb31d8eada8,5,good,"yes, i had to think well",5,689bc737c87adf49dde11967,5,6,5,5,5,6,6,1,spoke2.1,6,2,5,130451,5,none,1,False,1,3
False,generic,hints,0,scaffolded,2,689bc436a86babb31d8eada8,3,fair,"no, i'm confused",3,689bc8417163696805b56fc8,6,7,3,6,3,7,7,1,hub2.3,7,2,3,260826,3,all,1,False,1,2
False,none,To connect answers  ,0,not_scaffolded,1,689bc454828dd5d2422e7100,3,Very confident,Yes,3,689bc4f3828dd5d2422e7101,4,6,4,3,2,4,4,1,help1.1,5,1,4,104359,4,Rules,1,False,4,2
False,none,To find solutions,0,not_scaffolded,2,689bc454828dd5d2422e7100,4,Good,Yes. Solved something different ,4,689bc5ffc87adf49dde11963,4,6,5,3,4,3,4,1,help2.2,3,1,5,78267,4,Follow rules,1,False,2,3
False,none,Follow the rule ,0,not_scaffolded,3,689bc454828dd5d2422e7100,3,Confident ,"Yes, think about it ",4,689bc6c418c78be540084718,3,4,4,3,3,5,4,1,hub2.2,4,1,4,94869,4,To find the right place,1,False,4,3
False,none,I,0,hub,0,689bc459c87adf49dde1195b,7,Not very confident,I wasn't able to solve the puzzle.,2,689bc506a71d0d49580fc5e1,4,4,1,5,1,7,7,1,hub2.3,5,1,2,318945,1,,2,False,1,8
False,relevant,For me not doing logic puzzlesI had to concede ,1,not_scaffolded,2,689bc459c87adf49dde1195c,7,no these types maybe other types of puzzles,I did not feel smart solving the puzzle as I don't think I solved it,1,689bc4a17163696805b56fbf,7,7,1,7,1,7,7,1,help1.1,7,1,1,232321,1,all of them are hard my brain is not really wired this way,1,False,1,2
False,relevant,as stated before I none of it was easy,0,not_scaffolded,1,689bc459c87adf49dde1195c,1,Not confidence at all with similar types of puzzles ,No really,1,689bc634e43f28b7845d3cdc,7,7,1,1,1,7,7,1,help2.2,7,1,1,115722,1,all of them for meI think I got it; however was not notified Idid,1,False,1,15
False,relevant,"This one was too hard, I immediately conceded",0,not_scaffolded,0,689bc459c87adf49dde1195c,7,not very confident,not at all just could not make sense of it,1,689bc72b7163696805b56fc5,7,7,1,7,1,7,7,1,hub2.2,7,1,1,7919,1,all of them,1,False,7,0
